FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE,OBJECTID,AREA_SQM,FEAT_LEN,X,Y
V20459,,1970,Person,1970-V20459,15.8,mylars,,20070517130631,19700827,digitised,JA70003000,,2411863,158685.877,1555.1716,,
V30170,,1970,Person,1970-V30170,276.9,mylars,,20070517130631,19700704,digitised,JA70003000,,2411864,2769471.6276,6507.1038,,
V30251,,1970,Person,1970-V30251,29.2,mylars,,20070517130631,19700715,digitised,JA70003000,,2411865,292446.5931,2232.5325,,
GI0044,,1971,Person,1971-GI0044,1557.3,mylars,,20070517130630,19710507,digitised,JA70003000,,2411999,15573174.6695,25934.2789,,
GI0045,,1971,Person,1971-GI0045,1036.8,mylars,,20070517130630,19710501,digitised,JA70003000,,2412000,10368885.8052,18304.2126,,
GI0046,,1971,Person,1971-GI0046,414.7,mylars,,20070517130630,19710506,digitised,JA70003000,,2412001,4147234.881,9400.5028,,
GI0047,,1971,Person,1971-GI0047,107,mylars,,20070517130630,19710506,digitised,JA70003000,,2412002,1070444.5222,4852.7915,,
GI0048,,1971,Person,1971-GI0048,167.9,mylars,,20070517130630,19710501,digitised,JA70003000,,2412003,1679793.6728,5262.8044,,
GI0049,,1971,Person,1971-GI0049,173.3,mylars,,20070517130630,19710503,digitised,JA70003000,,2412004,1733383.3257,5698.4768,,
GI0098,,1971,Person,1971-GI0098,673.9,mylars,,20070517130630,19710507,digitised,JA70003000,,2412005,6739411.3579,10879.3718,,
RE0012,,1971,Person,1971-RE0012,10.5,Buffered_Point,,20070517130644,19710503,buffered_point,JA70003000,,2412124,105595.4865,1244.1545,,
RE0013,,1971,Person,1971-RE0013,10.4,Buffered_Point,,20070517130644,19710503,buffered_point,JA70003000,,2412125,104818.548,1241.4537,,
RE0094,,1971,Person,1971-RE0094,65.8,mylars,,20070517130630,19710614,digitised,JA70003000,,2412126,658584.3063,3556.5808,,
RE0103,,1971,Lightning,1971-RE0103,920.6,mylars,,20070517130630,19710619,digitised,JA70003000,,2412127,9206234.5166,14927.3224,,
RE0108,,1971,Lightning,1971-RE0108,114.7,mylars,,20070517130651,19710620,digitised,JA70003000,,2412128,1147925.4868,4832.6322,,
RE0108,,1971,Lightning,1971-RE0108,24641.7,mylars,,20070517130651,19710620,digitised,JA70003000,,2412129,246417198.4133,100440.3447,,
RE0109,,1971,Lightning,1971-RE0109,21.8,mylars,,20070517130630,19710620,digitised,JA70003000,,2412130,218838.716,2126.4223,,
RE0151,,1971,Lightning,1971-RE0151,6219.9,mylars,,20070517130630,19710706,digitised,JA70003000,,2412131,62199441.3603,40210.5413,,
VO0324,,1972,Person,1972-VO0324,187.1,mylars,,20070517130651,19721013,digitised,JA70003000,,2412274,1870999.3547,8282.0686,,
VO0325,,1972,Person,1972-VO0325,31.2,mylars,,20070517130629,19721013,digitised,JA70003000,,2412275,312352.6195,2972.8375,,
VO0337,,1972,Person,1972-VO0337,5,mylars,,20070517130650,19721013,digitised,JA70003000,,2412276,50629.2118,953.1096,,
VO0337,,1972,Person,1972-VO0337,17.5,mylars,,20070517130650,19721013,digitised,JA70003000,,2412277,175720.6743,2025.2716,,
VS0269,,1972,Person,1972-VS0269,322.5,mylars,,20070517130651,19720827,digitised,JA70003000,,2412278,3225964.7023,12925.9627,,
VS0269,,1972,Person,1972-VS0269,3.9,mylars,,20070517130651,19720827,digitised,JA70003000,,2412279,39355.9644,834.1151,,
VS0270,,1972,Person,1972-VS0270,84.4,mylars,,20070517130630,19720831,digitised,JA70003000,,2412280,844124.3589,5052.3206,,
VS0271,,1972,Lightning,1972-VS0271,30.7,mylars,,20070517130630,19720820,digitised,JA70003000,,2412281,307588.5649,2388.8971,,
V30517,,1970,Person,1970-V30517,25.3,mylars,,20070517130631,19700927,digitised,JA70003000,,2411866,253217.1023,2117.0361,,
V60191,,1970,Person,1970-V60191,28.3,mylars,,20070517130631,19700711,digitised,JA70003000,,2411867,283620.0948,2145.3662,,
V60245,,1970,Person,1970-V60245,61.2,mylars,,20070517130631,19700719,digitised,JA70003000,,2411868,612640.4246,3225.464,,
V70401,,1970,Person,1970-V70401,37,mylars,,20070517130631,19700820,digitised,JA70003000,,2411869,370126.6396,2500.3763,,
VB0097,,1970,Person,1970-VB0097,126.9,mylars,,20070517130631,19700606,digitised,JA70003000,,2411870,1269122.3025,6010.388,,
VB0227,,1970,Person,1970-VB0227,1345.2,mylars,,20070517130631,19700707,digitised,JA70003000,,2411871,13452083.4267,31017.4544,,
VC0189,,1970,Person,1970-VC0189,344.4,mylars,,20070517130631,19700709,digitised,JA70003000,,2411872,3444173.4984,9312.4672,,
VE0516,,1970,Person,1970-VE0516,39.9,mylars,,20070517130631,19701031,digitised,JA70003000,,2411873,399171.2529,2740.9383,,
VE0518,,1970,Person,1970-VE0518,49.6,mylars,,20070517130631,19701104,digitised,JA70003000,,2411874,496781.9052,3786.3502,,
GI0126,,1971,Person,1971-GI0126,79.1,mylars,,20070517130630,19710512,digitised,JA70003000,,2412006,791776.065,4341.7947,,
GI0127,,1971,Person,1971-GI0127,419.7,mylars,,20070517130630,19710503,digitised,JA70003000,,2412007,4197632.1745,10693.7336,,
GI0129,,1971,Person,1971-GI0129,2078.3,mylars,,20070517130630,19710506,digitised,JA70003000,,2412008,20783286.1215,27583.7137,,
GI0155,,1971,Person,1971-GI0155,523.3,mylars,,20070517130630,19710506,digitised,JA70003000,,2412009,5233962.8953,11041.832,,
GJ0113,,1971,Person,1971-GJ0113,89.8,mylars,,20070517130630,19710511,digitised,JA70003000,,2412010,898574.4281,6938.5903,,
GJ0264,,1971,Lightning,1971-GJ0264,25.6,mylars,,20070517130630,19710720,digitised,JA70003000,,2412011,256718.2447,2435.6259,,
RE0151,,1971,Lightning,1971-RE0151,26.6,mylars,,20070517130630,19710706,digitised,JA70003000,,2412132,266294.8157,2215.3381,,
RE0173,,1971,Person,1971-RE0173,148.3,mylars,,20070517130630,19710724,digitised,JA70003000,,2412133,1483769.1653,5795.982,,
RE0201,,1971,Lightning,1971-RE0201,2066.2,mylars,,20070517130651,19710730,digitised,JA70003000,,2412134,20662941.2371,21954.3416,,
RE0201,,1971,Lightning,1971-RE0201,936.1,mylars,,20070517130651,19710730,digitised,JA70003000,,2412135,9361139.0906,23887.1013,,
RH0099,,1971,Lightning,1971-RH0099,14.6,mylars,,20070517130630,19710619,digitised,JA70003000,,2412136,146426.1282,1631.6543,,
RH0100,,1971,Lightning,1971-RH0100,945,mylars,,20070517130630,19710619,digitised,JA70003000,,2412137,9450509.3175,17415.0093,,
RH0180,,1971,Lightning,1971-RH0180,15842,mylars,,20070517130651,19710726,digitised,JA70003000,,2412138,158420768.5478,128186.0722,,
VS0297,,1972,Person,1972-VS0297,58,mylars,,20070517130651,19720915,digitised,JA70003000,,2412282,580469.7799,4192.0386,,
VS0297,,1972,Person,1972-VS0297,15,mylars,,20070517130651,19720915,digitised,JA70003000,,2412283,150724.8756,1974.906,,
CC0021,,1973,Person,1973-CC0021,37.1,mylars,,20070517130629,19730501,digitised,JA70003000,,2412284,371357.8696,2394.8883,,
CC0031,,1973,Person,1973-CC0031,55.9,mylars,,20070517130629,19730501,digitised,JA70003000,,2412285,559910.9643,4045.8233,,
CC0212,,1973,Person,1973-CC0212,55.7,mylars,,20070517130629,19730703,digitised,JA70003000,,2412286,557534.5441,3449.2792,,
CE0042,,1973,Person,1973-CE0042,79.8,mylars,,20070517130629,19730501,digitised,JA70003000,,2412287,798328.0664,3467.6567,,
CE0077,,1973,Person,1973-CE0077,64.1,mylars,,20070517130629,19730901,digitised,JA70003000,,2412288,641947.2228,3927.6858,,
CE0289,,1973,Person,1973-CE0289,63,mylars,,20070517130629,19730809,digitised,JA70003000,,2412289,630842.2107,3346.4359,,
CG0379,,1973,Person,1973-CG0379,1.1,mylars,,20070517130650,19730830,digitised,JA70003000,,2412290,11053.6426,454.2336,,
CG0379,,1973,Person,1973-CG0379,0.9,mylars,,20070517130650,19730830,digitised,JA70003000,,2412291,9518.6195,486.1515,,
CG0379,,1973,Person,1973-CG0379,1.2,mylars,,20070517130650,19730830,digitised,JA70003000,,2412292,12137.4241,465.3984,,
CG0379,,1973,Person,1973-CG0379,31.1,mylars,,20070517130650,19730830,digitised,JA70003000,,2412293,311218.0836,2157.3613,,
CG0379,,1973,Person,1973-CG0379,1.8,mylars,,20070517130650,19730830,digitised,JA70003000,,2412294,18925.5115,664.0111,,
CG0380,,1973,Person,1973-CG0380,29.7,mylars,,20070517130650,19730905,digitised,JA70003000,,2412295,297253.2803,2586.9391,,
CG0380,,1973,Person,1973-CG0380,4.3,mylars,,20070517130650,19730905,digitised,JA70003000,,2412296,43556.0931,812.7447,,
CG0380,,1973,Person,1973-CG0380,11.7,mylars,,20070517130650,19730905,digitised,JA70003000,,2412297,117461.4984,1425.1068,,
VF0452,,1970,Person,1970-VF0452,82.4,mylars,,20070517130631,19700828,digitised,JA70003000,,2411875,824654.0902,5176.9748,,
VG0202,,1970,Person,1970-VG0202,6.2,mylars,,20070517130631,19700711,digitised,JA70003000,,2411876,62791.834,1046.3569,,
VH0474,,1970,Person,1970-VH0474,30.2,mylars,,20070517130630,19700911,digitised,JA70003000,,2411877,302427.9438,5618.1058,,
VJ0220,,1970,Person,1970-VJ0220,102.3,mylars,,20070517130630,19700711,digitised,JA70003000,,2411878,1023696.9212,4383.2285,,
VL0493,,1970,Person,1970-VL0493,91.4,mylars,,20070517130630,19700912,digitised,JA70003000,,2411879,914564.0634,6399.294,,
VN0515,,1970,Person,1970-VN0515,10.3,mylars,,20070517130651,19701102,digitised,JA70003000,,2411880,103712.303,1550.3282,,
VN0515,,1970,Person,1970-VN0515,252.8,mylars,,20070517130651,19701102,digitised,JA70003000,,2411881,2528326.3656,6672.8497,,
VR0023,,1970,Person,1970-VR0023,52.5,mylars,,20070517130630,19700524,digitised,JA70003000,,2411882,525412.5531,3122.2132,,
VR0025,,1970,Person,1970-VR0025,58.7,mylars,,20070517130631,19700526,digitised,JA70003000,,2411883,587923.3963,3254.0581,,
VR0080,,1970,Person,1970-VR0080,17.1,mylars,,20070517130631,19700608,digitised,JA70003000,,2411884,171369.2715,1572.6688,,
C60004,,1971,Person,1971-C60004,31.7,mylars,,20070517130630,19710427,digitised,JA70003000,,2411885,317818.9508,2830.5593,,
C60012,,1971,Person,1971-C60012,101.5,mylars,,20070517130630,19710507,digitised,JA70003000,,2411886,1015799.3781,4266.7868,,
GJ0288,,1971,Lightning,1971-GJ0288,9008.2,mylars,,20070517130630,19710727,digitised,JA70003000,,2412012,90082661.8811,68680.3701,,
GJ0318,,1971,Lightning,1971-GJ0318,2448.7,mylars,,20070517130651,19710727,digitised,JA70003000,,2412013,24487955.9877,29074.5387,,
GJ0318,,1971,Lightning,1971-GJ0318,21.1,mylars,,20070517130651,19710727,digitised,JA70003000,,2412014,211959.8877,1730.1282,,
GJ0318,,1971,Lightning,1971-GJ0318,9.9,mylars,,20070517130651,19710727,digitised,JA70003000,,2412015,99947.0887,1179.8757,,
GJ0444,,1971,Lightning,1971-GJ0444,462.1,mylars,,20070517130630,19710805,digitised,JA70003000,,2412016,4621885.1657,12025.1884,,
K10357,,1971,Person,1971-K10357,24.3,mylars,,20070517130630,19710720,digitised,JA70003000,,2412017,243442.1165,2129.3127,,
K10711,,1971,Lightning,1971-K10711,118.6,mylars,,20070517130651,19710806,digitised,JA70003000,,2412018,1186576.6724,4196.5442,,
K10711,,1971,Lightning,1971-K10711,8.8,mylars,,20070517130651,19710806,digitised,JA70003000,,2412019,88749.06,1337.4364,,
RH0187,,1971,Lightning,1971-RH0187,4959.8,mylars,,20070517130630,19710727,digitised,JA70003000,,2412139,49598272.6036,40967.8122,,
V20250,,1971,Person,1971-V20250,447.6,mylars,,20070517130651,19710810,digitised,JA70003000,,2412140,4476834.1256,15277.3719,,
V50336,,1971,Person,1971-V50336,15.7,Buffered_Point,,20070517130644,19710913,buffered_point,JA70003000,,2412141,157231.8783,1455.1499,,
V60146,,1971,Lightning,1971-V60146,460.5,mylars,,20070517130630,19710801,digitised,JA70003000,,2412142,4605207.022,9444.4004,,
VA0129,,1971,Person,1971-VA0129,26.1,mylars,,20070517130630,19710723,digitised,JA70003000,,2412143,261452.1815,2121.1263,,
VB0138,,1971,Person,1971-VB0138,14.3,Buffered_Point,,20070517130644,19710726,buffered_point,JA70003000,,2412144,143437.744,1395.7221,,
VF0119,,1971,Person,1971-VF0119,34.1,mylars,,20070517130630,19710719,digitised,JA70003000,,2412145,341121.181,3167.6022,,
GD0235,,1970,Lightning,1970-GD0235,8197.7,mylars,,20070517130631,19700712,digitised,JA70003000,,2411732,81977679.3251,39276.2158,,
GD0275,,1970,Lightning,1970-GD0275,148,mylars,,20070517130631,19700719,digitised,JA70003000,,2411733,1480189.584,7271.2042,,
GD0313,,1970,Lightning,1970-GD0313,95.1,mylars,,20070517130631,19700730,digitised,JA70003000,,2411734,951697.9809,4716.1871,,
GD0342,,1970,Lightning,1970-GD0342,796.6,mylars,,20070517130631,19700802,digitised,JA70003000,,2411735,7966646.2934,16976.5713,,
GD0345,,1970,Lightning,1970-GD0345,142.7,mylars,,20070517130631,19700802,digitised,JA70003000,,2411736,1427981.6958,9050.4973,,
GD0407,,1970,Person,1970-GD0407,12.9,Buffered_Point,,20070517130644,19701021,buffered_point,JA70003000,,2411737,129352.5748,1370.7464,,
C60014,,1971,Person,1971-C60014,19.3,Buffered_Point,,20070517130644,19710401,buffered_point,JA70003000,,2411887,193969.0063,1640.0081,,
CC0081,,1971,Person,1971-CC0081,24.9,mylars,,20070517130630,19710426,digitised,JA70003000,,2411888,249044.7995,2451.9359,,
CC0089,,1971,Person,1971-CC0089,76.7,mylars,,20070517130630,19710501,digitised,JA70003000,,2411889,767025.5592,4561.4391,,
CC0179,,1971,Person,1971-CC0179,22.3,Buffered_Point,,20070517130644,19710516,buffered_point,JA70003000,,2411890,223043.5142,1744.5944,,
CC0548,,1971,Lightning,1971-CC0548,12.6,Buffered_Point,,20070517130644,19710830,buffered_point,JA70003000,,2411891,126639.7339,1314.4165,,
CD0079,,1971,Person,1971-CD0079,64.7,mylars,,20070517130630,19710425,digitised,JA70003000,,2411892,647841.0529,3690.5899,,
CD0121,,1971,Person,1971-CD0121,72.7,mylars,,20070517130630,19710501,digitised,JA70003000,,2411893,727925.3232,4991.0838,,
CD0142,,1971,Person,1971-CD0142,470.7,mylars,,20070517130630,19710511,digitised,JA70003000,,2411894,4707332.583,12798.8208,,
CE0026,,1971,Person,1971-CE0026,72.8,mylars,,20070517130630,19710506,digitised,JA70003000,,2411895,728615.2187,3599.0788,,
CE0087,,1971,Person,1971-CE0087,13.8,Buffered_Point,,20070517130644,19710429,buffered_point,JA70003000,,2411896,138384.1901,1380.0952,,
CE0133,,1971,Person,1971-CE0133,55.2,mylars,,20070517130630,19710506,digitised,JA70003000,,2411897,552759.2717,3119.7479,,
K10725,,1971,Lightning,1971-K10725,124.2,mylars,,20070517130630,19710807,digitised,JA70003000,,2412020,1242110.7992,4631.6305,,
K10864,,1971,Lightning,1971-K10864,63.9,mylars,,20070517130630,19710807,digitised,JA70003000,,2412021,639522.7617,3398.6974,,
K20544,,1971,Lightning,1971-K20544,1580.3,mylars,,20070517130630,19710801,digitised,JA70003000,,2412022,15803769.8301,21258.9659,,
K20869,,1971,Lightning,1971-K20869,290.8,mylars,,20070517130630,19710807,digitised,JA70003000,,2412023,2908916.123,8015.7401,,
K20872,,1971,Lightning,1971-K20872,2041.6,mylars,,20070517130630,19710807,digitised,JA70003000,,2412024,20416605.9113,26206.2118,,
K20874,,1971,Lightning,1971-K20874,37.5,mylars,,20070517130630,19710807,digitised,JA70003000,,2412025,375777.8745,2332.7949,,
VG0205,,1971,Person,1971-VG0205,20.2,Buffered_Point,,20070517130644,19710808,buffered_point,JA70003000,,2412146,202844.7979,1663.0016,,
VG0253,,1971,Person,1971-VG0253,32,mylars,,20070517130630,19710812,digitised,JA70003000,,2412147,320875.1722,3119.7144,,
VH0236,,1971,Lightning,1971-VH0236,15.6,Buffered_Point,,20070517130644,19710731,buffered_point,JA70003000,,2412148,156851.881,1454.0145,,
VR0247,,1971,Lightning,1971-VR0247,107,mylars,,20070517130630,19710807,digitised,JA70003000,,2412149,1070477.7896,4405.8624,,
C60059,,1972,Person,1972-C60059,16.5,mylars,,20070517130630,19720504,digitised,JA70003000,,2412150,165107.8083,2200.3492,,
C60083,,1972,Person,1972-C60083,6.2,mylars,,20070517130651,19720522,digitised,JA70003000,,2412151,62129.8903,1410.2329,,
C60083,,1972,Person,1972-C60083,17.8,mylars,,20070517130651,19720522,digitised,JA70003000,,2412152,178075.9445,1708.6519,,
C60083,,1972,Person,1972-C60083,14.9,mylars,,20070517130651,19720522,digitised,JA70003000,,2412153,149498.7861,2467.5156,,
C60083,,1972,Person,1972-C60083,18.2,mylars,,20070517130651,19720522,digitised,JA70003000,,2412154,182234.0878,2394.3814,,
C60083,,1972,Person,1972-C60083,6,mylars,,20070517130651,19720522,digitised,JA70003000,,2412155,60166.9906,1169.2398,,
CC0011,,1972,Person,1972-CC0011,175,mylars,,20070517130630,19720427,digitised,JA70003000,,2412156,1750473.3263,7061.2936,,
CC0086,,1972,Person,1972-CC0086,21.5,mylars,,20070517130630,19720519,digitised,JA70003000,,2412157,215329.4345,2208.4654,,
CD0125,,1972,Person,1972-CD0125,24.9,mylars,,20070517130630,19720529,digitised,JA70003000,,2412158,249800.6718,3077.8928,,
CE0033,,1972,Person,1972-CE0033,39.8,mylars,,20070517130630,19720503,digitised,JA70003000,,2412159,398613.116,2760.45,,
GI0035,,1970,Person,1970-GI0035,100.6,mylars,,20070517130651,19700505,digitised,JA70003000,,2411738,1006646.7977,4159.5179,,
GI0035,,1970,Person,1970-GI0035,5.5,mylars,,20070517130651,19700505,digitised,JA70003000,,2411739,55257.9971,983.9265,,
GI0066,,1970,Person,1970-GI0066,93.7,mylars,,20070517130631,19700603,digitised,JA70003000,,2411740,937606.8408,4010.0386,,
GI0117,,1970,Person,1970-GI0117,57.5,mylars,,20070517130631,19700617,digitised,JA70003000,,2411741,575418.7648,3654.2077,,
GI0118,,1970,Person,1970-GI0118,208.5,mylars,,20070517130651,19700617,digitised,JA70003000,,2411742,2085435.9414,6328.3663,,
GI0118,,1970,Person,1970-GI0118,43.7,mylars,,20070517130651,19700617,digitised,JA70003000,,2411743,437152.6445,3232.9732,,
GI0401,,1970,Person,1970-GI0401,220.7,mylars,,20070517130631,19700927,digitised,JA70003000,,2411744,2207013.5932,6092.9654,,
GI0402,,1970,Person,1970-GI0402,99.3,mylars,,20070517130631,19701003,digitised,JA70003000,,2411745,993040.7851,5177.0486,,
GJ0018,,1970,Person,1970-GJ0018,362.2,mylars,,20070517130631,19700501,digitised,JA70003000,,2411746,3622253.4876,7767.4099,,
CE0134,,1971,Person,1971-CE0134,33.2,mylars,,20070517130630,19710506,digitised,JA70003000,,2411898,332179.8259,2483.1483,,
CE0154,,1971,Person,1971-CE0154,150.2,mylars,,20070517130630,19710511,digitised,JA70003000,,2411899,1502118.1583,6387.8131,,
CE0391,,1971,Person,1971-CE0391,70.8,mylars,,20070517130630,19710807,digitised,JA70003000,,2411900,708657.2785,4067.3588,,
CG0017,,1971,Person,1971-CG0017,9185.2,mylars,,20070517130630,19710506,digitised,JA70003000,,2411901,91852538.0467,93381.732,,
CG0047,,1971,Lightning,1971-CG0047,95.6,mylars,,20070517130651,19710803,digitised,JA70003000,,2411902,956506.0786,4514.0412,,
CG0047,,1971,Lightning,1971-CG0047,9.7,mylars,,20070517130651,19710803,digitised,JA70003000,,2411903,97855.0138,1809.2347,,
CG0049,,1971,Lightning,1971-CG0049,935.1,mylars,,20070517130630,19710731,digitised,JA70003000,,2411904,9351663.8851,15896.1593,,
CK0189,,1971,Person,1971-CK0189,12.2,Buffered_Point,,20070517130644,19710524,buffered_point,JA70003000,,2411905,122611.4679,1301.2288,,
CL0099,,1971,Person,1971-CL0099,57.2,Buffered_Point,,20070517130644,19710501,buffered_point,JA70003000,,2411906,572294.3041,2801.6601,,
CL0102,,1971,Person,1971-CL0102,63.5,mylars,,20070517130630,19710507,digitised,JA70003000,,2411907,635602.544,3286.1678,,
CN0116,,1971,Person,1971-CN0116,84.2,mylars,,20070517130630,19710501,digitised,JA70003000,,2411908,842989.7053,4066.3071,,
K40811,,1971,Person,1971-K40811,23.9,mylars,,20070517130630,19710813,digitised,JA70003000,,2412026,239523.7136,1880.4826,,
K41221,,1971,Person,1971-K41221,27.6,mylars,,20070517130651,19710922,digitised,JA70003000,,2412027,276050.3159,2950.0621,,
K41221,,1971,Person,1971-K41221,11.5,mylars,,20070517130651,19710922,digitised,JA70003000,,2412028,115187.8173,1926.013,,
K41221,,1971,Person,1971-K41221,12.1,mylars,,20070517130651,19710922,digitised,JA70003000,,2412029,121070.0984,1573.4817,,
K50514,,1971,Person,1971-K50514,92.9,mylars,,20070517130630,19710802,digitised,JA70003000,,2412030,929922.3856,3923.8009,,
K50610,,1971,Lightning,1971-K50610,359.9,mylars,,20070517130630,19710806,digitised,JA70003000,,2412031,3599727.1928,12566.1006,,
K50612,,1971,Lightning,1971-K50612,14.5,mylars,,20070517130630,19710806,digitised,JA70003000,,2412032,145246.3154,1489.1676,,
K50620,,1971,Lightning,1971-K50620,30,mylars,,20070517130630,19710807,digitised,JA70003000,,2412033,300373.6348,2982.4201,,
K50734,,1971,Lightning,1971-K50734,62.4,mylars,,20070517130630,19710807,digitised,JA70003000,,2412034,624597.2201,3542.7912,,
K70737,,1971,Lightning,1971-K70737,95.9,mylars,,20070517130630,19710807,digitised,JA70003000,,2412035,959928.3532,4166.2491,,
