,FIRE_ZONE,FIRE_YEAR,FIRE_MONTH,SIZE_HA
0,Coastal_SouthIsland,2015,6,6.1
0,Coastal_SouthIsland,2015,5,0.0
0,Coastal_SouthIsland,2015,4,1.0
0,Coastal_SouthIsland,2015,3,0.0
0,Coastal_SouthIsland,2015,2,0.0
0,Coastal_SouthIsland,2015,1,0.0
0,Coastal_SouthIsland,2014,12,0.0
0,Coastal_SouthIsland,2014,11,0.0
0,Coastal_SouthIsland,2014,10,0.0
0,Coastal_SouthIsland,2014,9,0.0
0,Coastal_SouthIsland,2014,8,0.0
0,Coastal_SouthIsland,2014,7,0.0
0,Coastal_SouthIsland,2014,6,2.5
0,Coastal_SouthIsland,2014,5,0.0
0,Coastal_SouthIsland,2014,4,0.0
0,Coastal_SouthIsland,2014,3,0.0
0,Coastal_SouthIsland,2014,2,0.0
0,Coastal_SouthIsland,2014,1,0.0
0,Coastal_SouthIsland,2013,12,0.0
0,Coastal_SouthIsland,2013,11,0.0
0,Coastal_SouthIsland,2013,10,1.1
0,Coastal_SouthIsland,2013,9,0.0
0,Coastal_SouthIsland,2013,8,0.0
0,Coastal_SouthIsland,2013,7,1.4
0,Coastal_SouthIsland,2013,6,0.0
0,Coastal_SouthIsland,2013,5,0.0
0,Coastal_SouthIsland,2013,4,0.0
0,Coastal_SouthIsland,2013,3,0.0
0,Coastal_SouthIsland,2013,2,0.0
0,Coastal_SouthIsland,2013,1,0.0
0,Coastal_SouthIsland,2012,12,0.0
0,Coastal_SouthIsland,2012,11,0.0
0,Coastal_SouthIsland,2012,10,0.0
0,Coastal_SouthIsland,2012,9,23.0
0,Coastal_SouthIsland,2012,8,0.0
0,Coastal_SouthIsland,2012,7,0.0
0,Coastal_SouthIsland,2012,6,0.0
0,Coastal_SouthIsland,2012,5,0.0
0,Coastal_SouthIsland,2012,4,0.0
0,Coastal_SouthIsland,2012,3,0.0
0,Coastal_SouthIsland,2012,2,0.0
0,Coastal_SouthIsland,2012,1,0.0
0,Coastal_SouthIsland,2011,12,0.0
0,Coastal_SouthIsland,2011,11,0.0
0,Coastal_SouthIsland,2011,10,0.0
0,Coastal_SouthIsland,2011,9,0.0
0,Coastal_SouthIsland,2011,8,0.0
0,Coastal_SouthIsland,2011,7,0.0
0,Coastal_SouthIsland,2011,6,0.0
0,Coastal_SouthIsland,2011,5,0.0
0,Coastal_SouthIsland,2011,4,0.0
0,Coastal_SouthIsland,2011,3,0.0
0,Coastal_SouthIsland,2011,2,0.0
0,Coastal_SouthIsland,2011,1,0.0
0,Coastal_SouthIsland,2010,12,0.0
0,Coastal_SouthIsland,2010,11,0.0
0,Coastal_SouthIsland,2010,10,0.0
0,Coastal_SouthIsland,2010,9,0.0
0,Coastal_SouthIsland,2010,8,33.0
0,Coastal_SouthIsland,2010,7,0.5
0,Coastal_SouthIsland,2010,6,0.0
0,Coastal_SouthIsland,2010,5,0.0
0,Coastal_SouthIsland,2010,4,0.0
0,Coastal_SouthIsland,2010,3,0.0
0,Coastal_SouthIsland,2010,2,0.0
0,Coastal_SouthIsland,2010,1,0.0
0,Coastal_SouthIsland,2009,12,0.0
0,Coastal_SouthIsland,2009,11,0.0
0,Coastal_SouthIsland,2009,10,4.8
0,Coastal_SouthIsland,2009,9,0.0
0,Coastal_SouthIsland,2009,8,1.2
0,Coastal_SouthIsland,2009,7,0.0
0,Coastal_SouthIsland,2009,6,0.0
0,Coastal_SouthIsland,2009,5,0.0
0,Coastal_SouthIsland,2009,4,0.4
0,Coastal_SouthIsland,2009,3,0.0
0,Coastal_SouthIsland,2009,2,0.0
0,Coastal_SouthIsland,2009,1,0.0
0,Coastal_SouthIsland,2008,12,0.0
0,Coastal_SouthIsland,2008,11,0.0
0,Coastal_SouthIsland,2008,10,0.0
0,Coastal_SouthIsland,2008,9,0.0
0,Coastal_SouthIsland,2008,8,0.0
0,Coastal_SouthIsland,2008,7,0.0
0,Coastal_SouthIsland,2008,6,0.0
0,Coastal_SouthIsland,2008,5,0.0
0,Coastal_SouthIsland,2008,4,0.0
0,Coastal_SouthIsland,2008,3,0.0
0,Coastal_SouthIsland,2008,2,0.0
0,Coastal_SouthIsland,2008,1,0.0
0,Coastal_SunshineCoast,2022,12,0.0
0,Coastal_SunshineCoast,2022,11,0.0
0,Coastal_SunshineCoast,2022,10,0.0
0,Coastal_SunshineCoast,2022,9,34.8
0,Coastal_SunshineCoast,2022,8,0.0
0,Coastal_SunshineCoast,2022,7,92.1
0,Coastal_SunshineCoast,2022,6,258.6
0,Coastal_SunshineCoast,2022,5,0.0
0,Coastal_SunshineCoast,2022,4,0.0
0,Coastal_SunshineCoast,2022,3,0.0
0,Coastal_SunshineCoast,2022,2,0.0
0,Coastal_SunshineCoast,2022,1,0.0
0,Coastal_SunshineCoast,2021,12,0.0
0,Coastal_SunshineCoast,2021,11,0.0
0,Coastal_SunshineCoast,2021,10,0.0
0,Coastal_SunshineCoast,2021,9,0.0
0,Coastal_SunshineCoast,2021,8,12.2
0,Coastal_SunshineCoast,2021,7,0.0
0,Coastal_SunshineCoast,2021,6,7.1
0,Coastal_SunshineCoast,2021,5,2.0
0,Coastal_SunshineCoast,2021,4,0.0
0,Coastal_SunshineCoast,2021,3,2.5
0,Coastal_SunshineCoast,2021,2,0.0
0,Coastal_SunshineCoast,2021,1,0.0
0,Coastal_SunshineCoast,2020,12,0.0
