,zone,date,area_burned,mean_temp,total_precip
313,Coastal_MidIsland,2011-11-30,0.0,3.12,294.2
314,Coastal_MidIsland,2011-10-31,0.0,9.006451612903225,132.39999999999998
315,Coastal_MidIsland,2011-09-30,0.0,15.842857142857143,151.19999999999996
316,Coastal_MidIsland,2011-08-31,0.0,17.87666666666667,16.0
317,Coastal_MidIsland,2011-07-31,0.0,16.37666666666667,73.2
318,Coastal_MidIsland,2011-06-30,0.0,14.67333333333333,25.000000000000004
319,Coastal_MidIsland,2011-05-31,0.0,10.26774193548387,88.4
320,Coastal_MidIsland,2011-04-30,0.0,5.930000000000001,122.0
321,Coastal_MidIsland,2011-03-31,0.0,4.596774193548387,413.6000000000001
322,Coastal_MidIsland,2011-02-28,0.0,1.5607142857142855,244.8
323,Coastal_MidIsland,2011-01-31,0.0,1.6033333333333335,207.0
324,Coastal_MidIsland,2010-12-31,0.0,2.445161290322581,594.0
325,Coastal_MidIsland,2010-11-30,0.0,3.153333333333334,303.79999999999995
326,Coastal_MidIsland,2010-10-31,0.0,10.258064516129034,246.4
327,Coastal_MidIsland,2010-09-30,0.0,14.979999999999997,150.39999999999998
328,Coastal_MidIsland,2010-08-31,3.3,18.429032258064517,23.6
329,Coastal_MidIsland,2010-07-31,3.4,18.825806451612905,2.0
330,Coastal_MidIsland,2010-06-30,0.0,14.223333333333334,39.400000000000006
331,Coastal_MidIsland,2010-05-31,0.0,10.433333333333332,107.4
332,Coastal_MidIsland,2010-04-30,0.0,7.796666666666667,176.6
333,Coastal_MidIsland,2010-03-31,0.0,5.764516129032258,220.8
334,Coastal_MidIsland,2010-02-28,0.0,5.482142857142857,242.2
335,Coastal_MidIsland,2010-01-31,0.0,5.173333333333333,520.1999999999999
336,Coastal_MidIsland,2009-12-31,0.0,-0.0193548387096774,245.8
337,Coastal_MidIsland,2009-11-30,0.0,4.55,817.0000000000001
338,Coastal_MidIsland,2009-10-31,0.0,8.761290322580644,233.2
339,Coastal_MidIsland,2009-09-30,0.0,14.763333333333332,124.59999999999997
340,Coastal_MidIsland,2009-08-31,0.0,18.51935483870968,7.6
341,Coastal_MidIsland,2009-07-31,0.8,20.277419354838717,18.2
342,Coastal_MidIsland,2009-06-30,1.8,16.659999999999997,26.4
343,Coastal_MidIsland,2009-05-31,1.8,11.310344827586205,99.4
344,Coastal_MidIsland,2009-04-30,3.3,7.723333333333331,44.8
345,Coastal_MidIsland,2009-03-31,0.0,3.0903225806451613,219.0
346,Coastal_MidIsland,2009-02-28,0.0,1.7428571428571429,57.8
347,Coastal_MidIsland,2009-01-31,0.0,-0.4064516129032257,139.39999999999998
348,Coastal_MidIsland,2008-12-31,0.0,-0.0903225806451612,145.6
349,Coastal_MidIsland,2008-11-30,0.0,6.613333333333333,234.0
350,Coastal_MidIsland,2008-10-31,0.0,8.148387096774194,153.20000000000002
351,Coastal_MidIsland,2008-09-30,0.0,14.651724137931035,27.8
352,Coastal_MidIsland,2008-08-31,0.0,17.270967741935483,84.0
353,Coastal_MidIsland,2008-07-31,0.0,17.323333333333334,24.8
354,Coastal_MidIsland,2008-06-30,0.0,13.903846153846152,7.800000000000001
355,Coastal_MidIsland,2008-05-31,0.0,12.77,0.8
356,Coastal_MidIsland,2008-04-30,0.0,5.835714285714286,18.0
357,Coastal_MidIsland,2008-03-31,0.0,4.246666666666667,152.19999999999996
358,Coastal_MidIsland,2008-02-29,0.0,3.082758620689655,117.4
359,Coastal_MidIsland,2008-01-31,0.0,0.2225806451612903,293.4
