"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-01","2015","01","01","","-0.8","","-5.0","","-2.9","","20.9","","0.0","","","M","","M","11.4","","35","","33","","44",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-02","2015","01","02","","-7.1","","-29.4","","-18.2","","36.2","","0.0","","","M","","M","1.2","","41","","35","","43",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-03","2015","01","03","","-24.1","","-35.4","","-29.8","","47.8","","0.0","","","M","","M","0.2","","41","","","","<31",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-04","2015","01","04","","-27.0","","-38.5","","-32.8","","50.8","","0.0","","","M","","M","0.0","","41","","","","<31",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-05","2015","01","05","","-27.0","","-37.5","","-32.3","","50.3","","0.0","","","M","","M","0.0","","40","","","","<31",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-06","2015","01","06","","-17.3","","-27.0","","-22.2","","40.2","","0.0","","","M","","M","2.8","","41","","","","<31",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-07","2015","01","07","","-12.4","","-17.8","","-15.1","","33.1","","0.0","","","M","","M","25.3","","48","","","","<31",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-08","2015","01","08","","-12.5","","-18.5","","-15.5","","33.5","","0.0","","","M","","M","0.0","","57","","","","<31",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-09","2015","01","09","","-13.8","","-18.1","","-16.0","","34.0","","0.0","","","M","","M","0.6","","55","","","","<31",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-10","2015","01","10","","-10.2","","-14.1","","-12.2","","30.2","","0.0","","","M","","M","4.3","","57","","","","<31",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-11","2015","01","11","","-7.7","","-18.6","","-13.2","","31.2","","0.0","","","M","","M","0.2","","56","","","","<31",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-12","2015","01","12","","-4.6","","-17.6","","-11.1","","29.1","","0.0","","","M","","M","2.5","","55","","","","<31",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-13","2015","01","13","","-1.4","","-7.9","","-4.7","","22.7","","0.0","","","M","","M","0.0","","56","","","","<31",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-14","2015","01","14","","0.1","","-5.8","","-2.9","","20.9","","0.0","","","M","","M","0.7","","54","","","","<31",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-15","2015","01","15","","4.0","","-3.1","","0.5","","17.5","","0.0","","","M","","M","0.2","","52","","20","","32",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-16","2015","01","16","","0.1","","-9.7","","-4.8","","22.8","","0.0","","","M","","M","0.2","","51","","","","<31",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-17","2015","01","17","","2.9","","-9.1","","-3.1","","21.1","","0.0","","","M","","M","0.0","","50","","19","","33",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-18","2015","01","18","","-4.1","","-10.1","","-7.1","","25.1","","0.0","","","M","","M","1.0","","50","","","","<31",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-19","2015","01","19","","-1.6","","-6.8","","-4.2","","22.2","","0.0","","","M","","M","1.3","","52","","","","<31",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-20","2015","01","20","","4.0","","-12.2","","-4.1","","22.1","","0.0","","","M","","M","0.0","","51","","18","","43",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-21","2015","01","21","","4.5","","-2.3","","1.1","","16.9","","0.0","","","M","","M","0.0","","50","","23","","33",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-22","2015","01","22","","5.9","","-3.5","","1.2","","16.8","","0.0","","","M","","M","0.0","","49","","","","<31",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-23","2015","01","23","","5.5","","-4.2","","0.7","","17.3","","0.0","","","M","","M","0.2","","48","","17","","35",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-24","2015","01","24","","0.3","","-8.4","","-4.1","","22.1","","0.0","","","M","","M","2.0","","48","","","","<31",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-25","2015","01","25","","3.5","","-5.4","","-1.0","","19.0","","0.0","","","M","","M","1.3","","50","","","","<31",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-26","2015","01","26","","-2.4","","-11.2","","-6.8","","24.8","","0.0","","","M","","M","0.0","","49","","","","<31",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-27","2015","01","27","","-9.9","","-21.1","","-15.5","","33.5","","0.0","","","M","","M","0.0","","49","","","","<31",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-28","2015","01","28","","-10.6","","-18.4","","-14.5","","32.5","","0.0","","","M","","M","0.2","","49","","","","<31",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-29","2015","01","29","","-3.7","","-14.2","","-9.0","","27.0","","0.0","","","M","","M","0.7","","49","","","","<31",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-30","2015","01","30","","-4.4","","-15.0","","-9.7","","27.7","","0.0","","","M","","M","0.0","","50","","","","<31",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-01-31","2015","01","31","","-9.5","","-17.2","","-13.4","","31.4","","0.0","","","M","","M","0.0","","50","","","","<31",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-02-01","2015","02","01","","-12.9","","-24.0","","-18.5","","36.5","","0.0","","","M","","M","0.0","","49","","","","<31",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-02-02","2015","02","02","","-19.3","","-33.9","","-26.6","","44.6","","0.0","","","M","","M","0.0","","49","","","","<31",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-02-03","2015","02","03","","-18.4","","-34.8","","-26.6","","44.6","","0.0","","","M","","M","0.0","","49","","","","<31",""
"-130.03","58.43","DEASE LAKE (AUT)","119BLM0","2015-02-04","2015","02","04","","-7.6","","-22.5","","-15.1","","33.1","","0.0","","","M","","M","0.0","","49","","","","<31",""
